,company_id,ticker,grp,start_quarter_date,end_quarter_date,filing_date,actual_sales,sales_reported,tme,estimation,desktop_visits,desktop_pages_per_visit,desktop_visit_duration,desktop_bounce_rate,desktop_page_views,mobile_visits,mobile_pages_per_visit,mobile_visit_duration,mobile_bounce_rate,mobile_page_views,total_visits,total_pages_per_visits,total_visit_duration,total_bounce_rate,total_page_views,current_installs,downloads,usage_time,average_sessions_per_user,daily_active_users,usage_penetration,open_rate
0,464,TRIP US,16q2,2016-04-01,2016-06-30,2016-08-03,391000000.0,391000000.0,0 days 21:00:00.000000000,402652000.0,,,,,,,,,,,,,,,,0.016933641755681825,1496407.0,0.0009270968614718616,0.7078274880952382,34275211.0,0.000373436001533189,0.02925742794011544
1,464,TRIP US,16q3,2016-07-01,2016-09-30,2016-11-08,421000000.0,421000000.0,0 days 17:03:00.000000000,436560000.0,725537045.0,6.879982728930168,225.60664991553622,0.3704983203009049,8082341890.0,1032372715.0,2.9384572997753557,118.26802891480862,0.5051971680365116,2899158795.0,1757909748.0,5.207819767914146,181.23677033498979,0.4806035396176934,10981500630.0,0.016204008596940874,4947197.0,0.001011675686015681,0.6539920760202961,103729385.0,0.0003914156361999265,0.025840061307955332
2,464,TRIP US,16q4,2016-10-01,2016-12-31,2017-02-15,316000000.0,316000000.0,0 days 17:01:00.000000000,327000000.0,506819448.0,7.381064243997406,246.8825438027255,0.4200530986372486,5008898279.0,593613664.0,3.3138627514600922,123.65622972096044,0.5128479396495783,1852407703.0,1100433120.0,5.564158014276447,190.48280337443225,0.4689248702141465,6861305910.0,0.015805171257845668,4110234.0,0.0023271088454111357,0.6242132950428196,130950350.0,0.0004975043318831429,0.02256568540934709
3,464,TRIP US,17q1,2017-01-01,2017-03-31,2017-05-09,372000000.0,372000000.0,0 days 16:03:00.000000000,376217000.0,589582726.0,7.448026533996683,257.92470978441133,0.43182313432835817,5521748925.0,680578182.0,3.4997346600331682,137.14212271973466,0.5085262023217247,2271890943.0,1270160939.0,5.611547263681592,202.55771144278603,0.47398545605306813,7793639912.0,0.014891688740319875,3045809.0,0.0031732486245000698,0.6941565247113998,157742902.0,0.0006294281249098123,0.02536572649110151
4,464,TRIP US,17q2,2017-04-01,2017-06-30,2017-08-08,424000000.0,424000000.0,0 days 16:02:00.000000000,421000000.0,630584422.0,8.112046908315563,255.80137772675096,0.43929537477447933,6896659012.0,757380782.0,3.630049204526816,125.75217319993435,0.5105602263408235,2617888429.0,1387965212.0,6.004446449073316,196.9363621453173,0.4798546170247661,9514547418.0,0.013706923391385956,3246384.0,0.0034913560055342473,1.2070278487055277,162051460.0,0.0005893519943944946,0.03467223539577708
5,464,TRIP US,17q3,2017-07-01,2017-09-30,2017-11-06,439000000.0,439000000.0,0 days 16:02:00.000000000,451696000.0,738392073.0,7.045866769753246,214.60907880604512,0.42424164351286114,8447972084.0,1016061592.0,3.276215972064204,119.96550905246963,0.4700541740794897,3453277644.0,1754453694.0,5.428070333795918,179.04889131300953,0.48610368361233547,11901249751.0,0.012683665546772065,3729681.0,0.004692404555718044,2.7381324602913186,135807169.0,0.0004110481588301493,0.0639258929421022
6,464,TRIP US,17q4,2017-10-01,2017-12-31,2018-02-14,321000000.0,321000000.0,0 days 16:17:00.000000000,309739000.0,520659630.0,7.7265801427644405,233.2032770927969,0.4773504055807917,5495021889.0,673335062.0,3.2913870863075907,118.54785853341983,0.5205169046073976,2043681616.0,1193994680.0,5.442224205061648,176.51314081765085,0.5175355613238158,7538703481.0,0.010524447810371117,3456543.0,0.003766523847070202,2.5798025519091663,112755618.0,0.00030779620952995273,0.043256674631930066
7,464,TRIP US,18q1,2018-01-01,2018-03-31,2018-05-08,378000000.0,378000000.0,0 days 16:04:00.000000000,360783000.0,592897905.0,9.097371475953567,238.53648424543942,0.4788021558872304,7675466332.0,768104713.0,3.592903814262023,143.53250414593694,0.5355864013267,2607133855.0,1361002641.0,6.170583747927031,191.13383084577123,0.516910530679934,10282600155.0,0.008789415974699375,3305692.0,0.0032505575792091987,2.3611985354310296,109465599.0,0.000282785979775266,0.041359473329859446
8,464,TRIP US,18q2,2018-04-01,2018-06-30,2018-08-01,433000000.0,433000000.0,0 days 16:03:00.000000000,434958000.0,643516565.0,8.98956864031491,232.0967689027391,0.47484200426439244,8476940065.0,912920899.0,3.661253075282926,143.62128915860262,0.544872691487617,3315808668.0,1556437475.0,6.027142857142856,186.87912087912093,0.5233379366901754,11792748777.0,0.008923487978936408,2747150.0,0.0028107154566989773,2.2847327474998558,155054668.0,0.0004145106075097739,0.04022197604291651
9,464,TRIP US,18q3,2018-07-01,2018-09-30,2018-11-07,458000000.0,458000000.0,0 days 16:02:00.000000000,469417000.0,734617425.0,7.450109879152144,197.7180952708695,0.4037726147161567,10318653926.0,1199387367.0,3.5366752561421184,135.38426239426806,0.5491217887921346,4798492224.0,1934004753.0,5.358698027835602,172.49899332272386,0.5331723562944733,15117146127.0,0.00890364845016874,2638558.0,0.0038659664450839955,3.4195128362984137,140025637.0,0.0003843208341355453,0.05521250370934587
